Actual,Predicted,Probability
0.0,1.0,0.5359286179296656
0.0,0.0,0.47575913906263045
0.0,1.0,0.6371094378740174
0.0,1.0,0.5826684525810303
0.0,0.0,0.4717373159614772
0.0,0.0,0.40191602433867313
0.0,1.0,0.6090028800335372
0.0,0.0,0.4858112946342766
0.0,1.0,0.6080212396592377
0.0,0.0,0.32687651707191206
0.0,1.0,0.6156220236372856
0.0,1.0,0.6284027800714037
0.0,1.0,0.5663274538815908
0.0,1.0,0.6411597883843523
0.0,0.0,0.4145251447980801
0.0,1.0,0.6330899767304669
0.0,1.0,0.8065100900363443
0.0,1.0,0.5490265353981407
0.0,1.0,0.5647152766698665
0.0,1.0,0.5260700524299076
0.0,1.0,0.6788456826571998
0.0,0.0,0.40900262437678564
0.0,0.0,0.3907827160626171
0.0,1.0,0.5589256980352458
0.0,0.0,0.4781161296282278
0.0,0.0,0.4569536768826567
0.0,1.0,0.5426177229645239
0.0,0.0,0.3484214855557474
0.0,0.0,0.47586406265460873
0.0,0.0,0.31723463493971843
0.0,1.0,0.6523975874259232
0.0,0.0,0.3584624403989749
0.0,0.0,0.22321880569062053
0.0,0.0,0.29609543840917324
0.0,1.0,0.5746103665236533
0.0,0.0,0.45222518749911483
0.0,0.0,0.46171326555469483
0.0,1.0,0.5725224481642566
0.0,1.0,0.6818163221327624
0.0,1.0,0.6489039199702138
0.0,1.0,0.5723172106347453
0.0,0.0,0.3711858660106071
0.0,0.0,0.2583411042023394
0.0,1.0,0.640916341227774
0.0,1.0,0.5715893672563117
0.0,0.0,0.3688048767862588
0.0,0.0,0.43624951453817196
0.0,0.0,0.4125148612641373
0.0,1.0,0.6243278967555008
0.0,1.0,0.5097223384833496
0.0,1.0,0.6593860525873689
0.0,0.0,0.36071068949436347
0.0,0.0,0.30967907907648334
0.0,1.0,0.535665321852073
0.0,0.0,0.4869019701960217
0.0,1.0,0.8445544981736889
0.0,1.0,0.5375428163796578
0.0,0.0,0.4927305962911953
0.0,1.0,0.6097025290938292
0.0,1.0,0.5060384351645202
0.0,0.0,0.3966752244613349
0.0,1.0,0.6042848905549714
0.0,1.0,0.6333178656809616
0.0,1.0,0.7073991191906653
0.0,1.0,0.6597982877458995
0.0,1.0,0.6080837861310332
0.0,0.0,0.420783786462263
0.0,1.0,0.9625789158983646
0.0,1.0,0.8375843001036637
0.0,0.0,0.43233183896443134
0.0,1.0,0.5733781168259965
0.0,1.0,0.5638655051264277
0.0,1.0,0.5778919885845869
0.0,1.0,0.5378839683758262
0.0,1.0,0.6608432880882026
0.0,1.0,0.5498235024320349
0.0,1.0,0.5890204029757247
0.0,1.0,0.6543446689240002
0.0,0.0,0.31447858502167014
0.0,1.0,0.7270835091485622
0.0,0.0,0.45152230122173054
0.0,1.0,0.6995143755047512
0.0,0.0,0.2822850442924173
0.0,1.0,0.5491867758909224
0.0,0.0,0.3445771550032255
0.0,0.0,0.46281346798588147
0.0,1.0,0.5690516607150137
0.0,1.0,0.5351694409982015
0.0,0.0,0.43386630676932786
0.0,1.0,0.7645663326195261
0.0,1.0,0.7773524662894454
0.0,1.0,0.5061185769992987
0.0,1.0,0.647888354107756
0.0,0.0,0.4206526771032768
0.0,0.0,0.4364462114705368
0.0,0.0,0.4921181345259294
0.0,1.0,0.7667098327264764
0.0,1.0,0.6007463389148042
0.0,0.0,0.49227523198636625
0.0,1.0,0.8094199255465294
0.0,1.0,0.6431565902386479
0.0,1.0,0.6075496331175753
0.0,1.0,0.6621859241069112
0.0,0.0,0.4333598821865857
0.0,1.0,0.6578767869792065
0.0,1.0,0.5491714008325684
0.0,1.0,0.506610921688555
0.0,0.0,0.3637084733187146
0.0,0.0,0.2927973244034058
0.0,1.0,0.5988729506619046
0.0,0.0,0.40692644488865903
0.0,1.0,0.5310976700143074
0.0,0.0,0.4402838287195918
0.0,1.0,0.7383660782559508
0.0,1.0,0.70937766168231
0.0,1.0,0.5434108628007882
0.0,1.0,0.5682974372340369
0.0,0.0,0.4980644257418931
0.0,1.0,0.5570152445725606
0.0,1.0,0.6874782683695614
0.0,1.0,0.7302326935869252
0.0,0.0,0.4320303518610097
0.0,1.0,0.5252636911533966
0.0,1.0,0.6525736165670606
0.0,1.0,0.725246513695853
0.0,1.0,0.6055650596271964
0.0,1.0,0.6951616850581863
0.0,0.0,0.45208429980007886
0.0,0.0,0.3835917837174988
0.0,0.0,0.46402212788875
0.0,1.0,0.5794175709392801
0.0,0.0,0.49749068040094935
0.0,0.0,0.3753783126286014
0.0,1.0,0.5231636830188033
0.0,1.0,0.5775563961705582
0.0,1.0,0.6137515192685383
0.0,0.0,0.4331095845779971
0.0,1.0,0.6540903438724316
0.0,1.0,0.6217187136371136
0.0,1.0,0.8538443481782726
0.0,1.0,0.6333889081418522
0.0,0.0,0.48267142793857326
0.0,1.0,0.6448932520210885
0.0,1.0,0.8931214086876326
0.0,1.0,0.6990696586569745
0.0,0.0,0.45210013859507925
0.0,1.0,0.6688162907777109
0.0,1.0,0.6414244111136219
0.0,1.0,0.5497776979930881
0.0,0.0,0.4993747189265325
0.0,1.0,0.615935460288917
0.0,0.0,0.46577872034855494
0.0,1.0,0.5649508086760875
0.0,0.0,0.49736150982417654
0.0,1.0,0.6111920460196367
0.0,0.0,0.48971581781824114
0.0,0.0,0.48000500705855126
0.0,0.0,0.4068692190894302
0.0,0.0,0.33562487991122614
0.0,1.0,0.7202178639515955
0.0,1.0,0.6759626134564913
0.0,0.0,0.31177216373922223
0.0,1.0,0.5434453261296338
0.0,1.0,0.5781809600279791
0.0,1.0,0.5122689439625188
0.0,1.0,0.7893078553781399
0.0,0.0,0.4658831603353211
0.0,0.0,0.3493557525592619
0.0,0.0,0.439122738795035
0.0,0.0,0.42949195397535356
0.0,1.0,0.7153556256955492
0.0,1.0,0.6462902033745436
0.0,1.0,0.548024603768298
0.0,1.0,0.5463618464489625
0.0,1.0,0.5046761127953213
0.0,1.0,0.5839641255304799
0.0,1.0,0.5736269356906669
0.0,1.0,0.6484117824943846
0.0,1.0,0.5997823132873609
0.0,0.0,0.41536414591496296
0.0,1.0,0.5611818825919958
0.0,0.0,0.4058219768710055
0.0,1.0,0.6463939308835487
0.0,1.0,0.752710353921245
0.0,1.0,0.639892035120333
0.0,0.0,0.49842354489350543
0.0,1.0,0.5912812082751218
0.0,0.0,0.48489421752546846
0.0,0.0,0.3763775527695096
0.0,1.0,0.6588746517788455
0.0,1.0,0.5188591995835868
0.0,1.0,0.5100429523994057
0.0,1.0,0.5293957352916632
0.0,1.0,0.6062954933976389
0.0,0.0,0.3500968932002234
0.0,1.0,0.5218744093306006
0.0,1.0,0.83181237302752
0.0,0.0,0.34708186633278004
0.0,1.0,0.6292259814970926
0.0,0.0,0.3666007738498555
0.0,1.0,0.6043157107832337
0.0,0.0,0.472816743198341
0.0,1.0,0.6448314280693683
0.0,1.0,0.5461580899601539
0.0,1.0,0.5474359017653404
0.0,1.0,0.7825422868900399
0.0,1.0,0.6811297784067335
0.0,0.0,0.3109690555752392
0.0,1.0,0.641139538158135
0.0,1.0,0.617521935780032
0.0,1.0,0.5240591051898478
0.0,1.0,0.6337250518838677
0.0,1.0,0.7831729896680064
0.0,1.0,0.8196521119032484
0.0,1.0,0.9102238498038625
0.0,1.0,0.5496975820296109
0.0,1.0,0.5248653328096731
0.0,0.0,0.4041817596935583
0.0,1.0,0.5141593382693378
0.0,1.0,0.6216484986810575
0.0,1.0,0.5677604612470271
0.0,0.0,0.3263280914638776
0.0,1.0,0.6890686962226523
0.0,1.0,0.64745897722161
0.0,1.0,0.6550316273758359
0.0,1.0,0.5918099920568309
0.0,1.0,0.7802101007862082
0.0,0.0,0.49114201154594095
0.0,0.0,0.4068775317055772
0.0,1.0,0.6136519273226518
0.0,1.0,0.856380475698122
0.0,1.0,0.7055370462221866
0.0,0.0,0.3177433436075397
0.0,0.0,0.49100027408108815
0.0,0.0,0.4475574615746001
0.0,1.0,0.5912996450404752
0.0,1.0,0.7842352523477562
0.0,0.0,0.4588589215309724
0.0,1.0,0.5976648706816716
0.0,0.0,0.47316690104667813
0.0,1.0,0.799785133715563
0.0,0.0,0.40360871636921275
0.0,0.0,0.43850331934971004
0.0,1.0,0.5696187312735372
0.0,1.0,0.5161964294570114
0.0,0.0,0.4847928649012693
0.0,0.0,0.35565394528509137
0.0,1.0,0.6458491852106577
0.0,1.0,0.610533044896053
0.0,1.0,0.7100128034814123
0.0,0.0,0.4238681215365113
0.0,0.0,0.4812417049937092
0.0,0.0,0.2713521887602518
0.0,0.0,0.40378809583350556
0.0,1.0,0.8059247140142611
0.0,1.0,0.547197678039983
0.0,1.0,0.661483499493094
0.0,1.0,0.8706041925533903
0.0,1.0,0.5171685826082822
0.0,1.0,0.8672385678150039
0.0,1.0,0.5774385696682375
0.0,1.0,0.5836241806903336
0.0,1.0,0.5484528792952139
0.0,1.0,0.6814389473727241
0.0,1.0,0.6140892111544028
0.0,0.0,0.47613086702416557
0.0,1.0,0.7332142241613244
0.0,0.0,0.4755983506192429
0.0,1.0,0.5220694599339604
0.0,1.0,0.8025486655037306
0.0,1.0,0.6048242405505164
0.0,1.0,0.7375397839428939
0.0,0.0,0.4682957389733752
0.0,1.0,0.6231031335990568
0.0,0.0,0.3119287298033164
0.0,0.0,0.39964353545593034
0.0,1.0,0.5787245910792039
0.0,1.0,0.5085668698774636
0.0,1.0,0.5269080226929531
0.0,1.0,0.5487706303484047
0.0,1.0,0.6373474056188684
0.0,1.0,0.5174425134477142
0.0,1.0,0.6319855575516303
0.0,1.0,0.6051981065673279
0.0,1.0,0.7037750983730423
0.0,1.0,0.5808148916527184
0.0,1.0,0.647973531587159
0.0,1.0,0.5149997653159837
0.0,1.0,0.5427126137748916
0.0,1.0,0.7063931653572867
0.0,0.0,0.34603736657657447
0.0,0.0,0.39241358402895604
0.0,1.0,0.51676347073395
0.0,0.0,0.4509671216318436
0.0,1.0,0.6502333855489651
0.0,0.0,0.41750183745630925
0.0,1.0,0.6534812322630771
0.0,1.0,0.537501391976581
0.0,0.0,0.3213166552453462
0.0,1.0,0.5531107965201738
0.0,0.0,0.35272669594569217
0.0,0.0,0.4552294785283337
0.0,1.0,0.5757779501233034
0.0,1.0,0.5453299822623239
0.0,1.0,0.7750797124231482
0.0,0.0,0.4250928500659588
0.0,1.0,0.5817952521164262
0.0,1.0,0.5395677125834637
0.0,0.0,0.47709436862006394
0.0,1.0,0.6687778888612173
0.0,1.0,0.5506040091825862
0.0,1.0,0.5305796901424217
0.0,0.0,0.3452328829328174
0.0,1.0,0.8634224967816454
0.0,0.0,0.49973479218516226
0.0,1.0,0.6429476506432958
0.0,0.0,0.4546183224205142
0.0,1.0,0.5343991066534513
0.0,1.0,0.6478790431819668
0.0,0.0,0.4801749107775379
0.0,1.0,0.775307103617758
0.0,0.0,0.4672936879227775
0.0,1.0,0.7288194516375931
0.0,1.0,0.6013991780797174
0.0,1.0,0.5103301073157572
0.0,1.0,0.560038584081553
0.0,1.0,0.5135819306150633
0.0,0.0,0.49343267350786835
0.0,1.0,0.7763492938636309
0.0,0.0,0.43625615361062875
0.0,1.0,0.5493827045599308
0.0,0.0,0.4599850796122707
0.0,0.0,0.42594136698520785
0.0,0.0,0.41402616934576053
0.0,1.0,0.7186384699313769
0.0,1.0,0.6352362815491126
0.0,0.0,0.4607876546126223
0.0,1.0,0.7316416072346551
0.0,1.0,0.5492241619318259
0.0,1.0,0.5660268236488977
0.0,0.0,0.41585597470844043
0.0,1.0,0.6591064185656308
0.0,1.0,0.8974397289873935
0.0,1.0,0.638336674143768
0.0,1.0,0.585556512780567
0.0,1.0,0.6489887559780998
0.0,1.0,0.6527817042165968
0.0,1.0,0.5796316598965497
0.0,0.0,0.33655487361970177
0.0,0.0,0.4781019586513785
0.0,1.0,0.7062835024883795
0.0,0.0,0.31945710888473383
0.0,1.0,0.7032790762524743
0.0,1.0,0.5752559896609815
0.0,0.0,0.49400618984143524
0.0,0.0,0.4742834955816052
0.0,0.0,0.48686524600611836
0.0,1.0,0.8114132811622605
0.0,1.0,0.6753266792888772
0.0,1.0,0.6684274566948584
0.0,1.0,0.6798754595144058
0.0,0.0,0.48881504488495664
0.0,0.0,0.4951844647290487
0.0,1.0,0.6990242164656342
0.0,1.0,0.5949336334797545
0.0,1.0,0.5740005589639094
0.0,0.0,0.4752088924282102
0.0,1.0,0.5764725949592436
0.0,0.0,0.44944792743116757
0.0,0.0,0.2396666635819249
0.0,1.0,0.8617526869579009
0.0,1.0,0.8668338875687523
0.0,1.0,0.8808315773969303
0.0,1.0,0.6635488018063531
0.0,0.0,0.4864179350213623
0.0,0.0,0.4495208866224911
0.0,1.0,0.6510315909595634
0.0,1.0,0.8189893630417012
0.0,0.0,0.3320300372264366
0.0,0.0,0.38755636875275334
0.0,1.0,0.6667066944254953
0.0,1.0,0.6142963666463526
0.0,0.0,0.39930652080428347
0.0,0.0,0.4392511360062317
0.0,0.0,0.46972869471903117
0.0,0.0,0.4556649797327875
0.0,1.0,0.5959426010002256
0.0,0.0,0.4547326772876207
0.0,1.0,0.7736724167866783
0.0,1.0,0.6146402019138438
0.0,0.0,0.4674590700467398
0.0,0.0,0.36748177444952035
0.0,1.0,0.5723363033803532
0.0,0.0,0.39675744055402495
0.0,0.0,0.37920009634254936
0.0,1.0,0.5908193195267005
0.0,1.0,0.5152893486152604
0.0,1.0,0.5525835657025712
0.0,0.0,0.44999404599712356
0.0,1.0,0.7666593102558587
0.0,0.0,0.45906916359305067
0.0,0.0,0.4098935181247047
0.0,0.0,0.46243684582301103
0.0,1.0,0.5088959192134664
0.0,1.0,0.6478339923578589
0.0,1.0,0.5370169999147866
0.0,0.0,0.4370073465213049
0.0,0.0,0.45755266101918524
0.0,1.0,0.630516752938612
0.0,0.0,0.39168156355480693
0.0,1.0,0.5396418901445907
0.0,1.0,0.6432432643260708
0.0,0.0,0.43368380211340213
0.0,0.0,0.4463142840633236
0.0,1.0,0.6605551780576028
0.0,1.0,0.8653652607581654
0.0,1.0,0.5630070797515876
0.0,0.0,0.49165422307569223
0.0,0.0,0.4738500545819443
0.0,1.0,0.508547866863355
0.0,0.0,0.4881780039200234
0.0,1.0,0.5508695652514229
0.0,1.0,0.7254288133683854
0.0,1.0,0.5433509139553051
0.0,1.0,0.5828831699069231
0.0,1.0,0.571443978392115
0.0,0.0,0.4885784979414422
0.0,1.0,0.6732896166974683
0.0,1.0,0.5853870336079
0.0,1.0,0.5947528779804725
0.0,0.0,0.4193095209777872
0.0,0.0,0.40953119568426916
0.0,0.0,0.4743804826364085
0.0,0.0,0.3538019841712925
0.0,0.0,0.40099163324775833
0.0,1.0,0.6807867770271493
0.0,1.0,0.6638537226439206
0.0,1.0,0.6499820332412597
0.0,1.0,0.6153111747219763
0.0,0.0,0.4887373307333485
0.0,1.0,0.5577140800454319
0.0,0.0,0.48394684147748496
0.0,1.0,0.5801799363336263
0.0,0.0,0.38200860784035034
0.0,1.0,0.5492286207667557
0.0,1.0,0.7818013084618026
0.0,1.0,0.7347979048041267
0.0,1.0,0.6247162040586828
0.0,0.0,0.4415382913816667
0.0,0.0,0.3828726395274585
0.0,1.0,0.8056351378780369
0.0,1.0,0.7984369417611871
0.0,1.0,0.5966079256852839
0.0,1.0,0.5706506109965838
0.0,0.0,0.4363399129230537
0.0,1.0,0.5388534427331736
0.0,1.0,0.7105323086540661
0.0,0.0,0.44392371430902244
0.0,0.0,0.4571496928839115
0.0,1.0,0.5895945448511254
0.0,1.0,0.6031879041468416
0.0,0.0,0.48953154478380817
0.0,1.0,0.6024024383634099
0.0,1.0,0.5412636926933085
0.0,0.0,0.48824418594594016
0.0,1.0,0.7520726739741184
0.0,1.0,0.5191436542210109
0.0,1.0,0.6863710468310397
0.0,1.0,0.6392798159977984
0.0,0.0,0.39412307681100334
0.0,0.0,0.3645476785663636
0.0,1.0,0.8419037243985712
0.0,1.0,0.6120143938931253
0.0,0.0,0.3167284308635321
0.0,0.0,0.48312580632856617
0.0,0.0,0.397417977108196
0.0,1.0,0.5724538519125665
0.0,0.0,0.44057853414020753
0.0,1.0,0.6182539600056298
0.0,0.0,0.4684589679847204
0.0,1.0,0.5595479824172745
0.0,1.0,0.5047452840858624
0.0,1.0,0.613001105258252
0.0,1.0,0.7268766314090483
0.0,1.0,0.566150844326124
0.0,1.0,0.6989649788304609
0.0,1.0,0.622035618975658
0.0,0.0,0.36613363592055564
0.0,0.0,0.33265170334594557
0.0,1.0,0.8342076923960613
0.0,1.0,0.5455405691113261
0.0,1.0,0.5427725453553386
0.0,1.0,0.5060830968507498
0.0,0.0,0.44681181335935916
0.0,0.0,0.4122418779972956
0.0,0.0,0.43044504757222457
0.0,0.0,0.4390006354882285
0.0,1.0,0.5571729169472848
0.0,1.0,0.82351826947248
0.0,0.0,0.37975032726904306
0.0,0.0,0.4231569435120427
0.0,1.0,0.7064848221987817
0.0,1.0,0.8311974193561044
0.0,0.0,0.44350675060517025
0.0,1.0,0.5926311223124556
0.0,0.0,0.46367148176291023
0.0,1.0,0.6641966483584173
0.0,1.0,0.6934216652022274
0.0,0.0,0.4566678587109702
0.0,1.0,0.7176364282923593
0.0,0.0,0.4608251643184986
0.0,1.0,0.5592299114108532
0.0,0.0,0.392604084205226
0.0,1.0,0.541300012896747
0.0,0.0,0.4121751159623598
0.0,1.0,0.5191316961740343
0.0,1.0,0.824888716838923
0.0,1.0,0.5800076080439417
0.0,0.0,0.4477188473080972
0.0,1.0,0.63868209441407
0.0,0.0,0.4857641307767326
0.0,1.0,0.6499442063304878
0.0,0.0,0.4980237938610263
0.0,1.0,0.7371807252456998
0.0,0.0,0.3080749105875899
0.0,1.0,0.6151279818683776
0.0,1.0,0.5401934946036054
0.0,0.0,0.31148388819863343
0.0,0.0,0.29105771648384626
0.0,1.0,0.5284601451184624
0.0,1.0,0.6657815935325497
0.0,1.0,0.5202693425199568
0.0,1.0,0.5466110060142231
0.0,1.0,0.7290040604687478
0.0,1.0,0.5284130250279665
0.0,1.0,0.5328145296309171
0.0,1.0,0.6408767781713133
0.0,1.0,0.6124875133830698
0.0,1.0,0.753799703848997
0.0,1.0,0.5975423991541587
0.0,1.0,0.5170544319700718
0.0,1.0,0.5618220289637845
0.0,0.0,0.43395586843294603
0.0,1.0,0.6587900722714597
0.0,1.0,0.5621376062746105
0.0,1.0,0.5939295773461718
0.0,1.0,0.794610748773965
0.0,1.0,0.5386525350406977
0.0,1.0,0.6671934046934982
0.0,0.0,0.4868172060167633
0.0,1.0,0.5439518957186332
0.0,1.0,0.545364162644626
0.0,0.0,0.47596751088736317
0.0,1.0,0.5120571414634282
0.0,0.0,0.4211877744361311
0.0,1.0,0.6319502510806682
0.0,1.0,0.5359286179296656
0.0,1.0,0.6325947315390124
0.0,0.0,0.47462115083367057
0.0,0.0,0.4290075897553099
0.0,1.0,0.7317309971113365
0.0,0.0,0.45051459663571886
0.0,1.0,0.6486799174901742
0.0,0.0,0.4385531111388335
0.0,1.0,0.7304227912381277
0.0,1.0,0.571157470464397
0.0,0.0,0.4915711391451474
0.0,1.0,0.718413824034233
